编号,标题,接收信箱,询问日期,回复日期,询问内容,回复内容,情感值
25812,关于深圳市设计联合会承办清华大学设计管理国际论坛事宜,深圳市人民政府外事办公室,2013.05.21,2013.05.27,"我深圳市设计联合会和清华大学已经签订协议，准备在深圳市筹办清华大学国际设计管理论坛。希望了解具体的申请方式，如何申请？需提交什么材料？等...希望尽快收到贵办回复。谢谢！
		","??? 我办于5月21日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下： ??? 我办业务处室负责人已经电话直接与您本人联系，并将根据您提供的具体申请材料当面予以回复。 ??? 谢谢您对我办工作的支持和理解，以上情况特此告知。 ?
",6.364748746046089e-06
20799,意大利出生证公证单认证,深圳市人民政府外事办公室,2015.04.16,2015.04.17,"请问申请未成年人意大利出生证公证单认证,需要未成年人到场吗?需要监护人的身份证和护照复印件吗? 我在公证处看到,他们有和你处合作办理移交认证业务,该业务如何收费呢?谢谢!
		","??? 我办于4月16日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：??? 1．深圳外办可受理代办出生公证的认证服务，但仅受理广东省范围内公证处出具的公证书；??? 2．如需办理公证书的领事认证，申请人需以书面及当场递交材料方式提出行政服务申请，具体材料如下：??? （1）《涉外公证书》原件，公证书内容页复印件1份??? （2）《送认证介绍信》1份，复印件1份??? （3）《申办领事认证函》1份，复印件1份????????? 注：以上文书由市司法部门公证处出具??? （4）办理您所咨询的认证不需要本人到场，也不需要提供监护人身份证和护照复印件??? 3．认证办理类别分为单认证和双认证：单认证送进省外办时间一般需10个工作日，收费为50元/份，双认证收费及所需时间根据各国家驻华使领馆的具体收费标准及工作日来定，您是否申请双认证，请自行向使用的国家确定；??? 4．为更方便您了解，您可以拔打咨询电话：82105985进行具体的业务咨询。??? 谢谢您对我办工作的支持和理解，以上情况特此告知。
		
		",7.130168646951596e-06
9369,外事办邀请函事宜,深圳市人民政府外事办公室,2016.07.28,2016.07.29,"您好！我司有一个长期合作的尼日利亚客户要来我们工厂学习一些产品的维修知识，方便以后的合作，但客户那边现在需要外事办出具的邀请函才能办理签证，所以请问要外事办出具邀请函的话，具体流程是怎样？需要客户那边提供哪些资料？ Many Thanks 
		","??? 我办于7月28日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：??? 1．您所关注的事情应该是申请外国人来深《邀请确认函》的有关事宜，您可以登录深圳市外办网站http://www.szfao.gov.cn/zxbs/ygcgfg/wg/了解；??? 2．由于您所咨询的问题涉及到具体操作，为更方便您了解，您可以拨打咨询电话：88125982进行具体的业务咨询。??? 谢谢您对我办工作的支持和理解，以上情况特此告知。
		
		",9.916505724461011e-06
5812,外国人来华申请,深圳市人民政府外事办公室,2016.11.29,2016.12.01,"申请外国人来华《邀请确认函》，找不到网站申请。按照网站上的申请步骤文章，无法找到正确的申请链接。请来电并且邮件帮忙解决，指出详细的操作步骤和注意事项及要求。非常感谢！
		","??? 我办于11月29日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：??? 1．您所关注的事情应该是申请外国人来深《邀请确认函》的有关事宜，您可以登录深圳市外办网站http://www.szfao.gov.cn/zxbs/ygcgfg/wg/了解；??? 2．我办已与您电话沟通，了解到您现已能正常使用我办来华申请网站。建议您今后使用IE8，IE9和IE11版本浏览器或更高级WINDOWS系统（如WIN-7或WIN-10）进行网上申报。由于您所咨询的问题涉及到具体操作，为更方便您了解，您可以拨打咨询电话：88125982进行具体的业务咨询。??? 谢谢您对我办工作的支持和理解，以上情况特此告知。
		
		",1.0568762329410397e-05
198,询问希腊公民来深圳工作实习6个月的邀请函和中国签证问题,深圳市人民政府外事办公室,2017.05.03,2017.05.04,"您好！现有一位希腊公民计划于2017年9月15日来中国广东省深圳市一公司实习，预计实习期限为6个月。 1.请问该公民应该办理哪一类签证呢？（是F交流访问签证还是X1学习签证？） 2.请问中方的邀请函是怎么申请办理呢?除了邀请函之外该希腊公民在中国驻希腊大使馆申请来华签证时,中国这方还有别的需要准备的材料吗?公司需要准备证明资料或者邀请函吗? 感谢您查阅此问题，如果可以希望可以尽快得到您的回复。十分感谢。 
		","??? 我办于5月3日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：??? 1.您所关注的希腊籍人员办理签证的有关事宜无需我办出具《邀请确认函》，该国不属于我办邀请工作范围内，建议咨询中国驻当地使领馆；??? 2.为了更方便您的了解，您可以拨打咨询电话：88125982进行具体的业务咨询。??? 谢谢您对我办工作的支持和理解，以上情况特此告知。
",1.103618359421521e-05
6454,邀请外国人来华进行商务访问,深圳市人民政府外事办公室,2016.11.10,2016.11.11,"如被邀请的外国人暂无工作单位，无法提供工作单位相关资料，但邀请单位需要邀请被邀请人进行项目业务咨询应如何申请《邀请确认函》？
		","??? 我办于11月10日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：??? 1．您所关注的外国客户商务类邀请确认函的事情应该是申请外国人来深《邀请确认函》的有关事宜，您可以登录深圳市外办网站http://www.szfao.gov.cn/zxbs/ygcgfg/wg/了解；??? 2．办理商务签证《邀请确认函》的前提必须是申请单位与被邀请境外单位有业务往来，被邀请的外国人是被邀请境外单位的员工；因此被邀请人暂不能以个人名义被邀请；??? 3．如您仍想邀请该外国人来深，建议您咨询中国驻该国使领馆办理其它签证（如旅游签证等）入境。为更方便您了解，您可以拔打咨询电话：88125982进行具体的业务咨询。??? 谢谢您对我办工作的支持和理解，以上情况特此告知。
		
		",1.1721741532633168e-05
25808,意大利学生赴华实习,深圳市人民政府外事办公室,2013.05.27,2013.05.28,"尊敬的外事处工作人员，您好： 我司意大利合作伙伴的女儿计划在今年暑假（7-8月）赴华来我司实习，为期两个月。双方就此已达成一致。现不知该学生签证应如何办理？是否需要到外事部门申请？大概需要多久？ 非常感谢您的帮助。 缪再敏
		","??? 我办于5月27日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：??? 如申请人是大学生，年满18岁，来华时间不超过60天，不领取工资，在读大学开具同意函后，可到我办申请《邀请确认函》，需附上其他申请材料。具体申请材料可参看深圳市外事办公室网站外国人来深栏目（http://www.szfao.gov.cn/wsbs/ywzn/jwmt/201104/t20110427_1654734.htm）。??? 注：能否发放签证将由中国驻外使领馆决定。??? 受理地址：广东省深圳市福田区福中三路市民中心行政服务大厅西厅47、50号窗口。??? 您也可以拔打咨询电话：82105985进行业务咨询。??? 谢谢您对我办工作的支持和理解，以上情况特此告知。
",1.2282479476821706e-05
9429,土耳其客户访华签证所需的邀请函办理,深圳市人民政府外事办公室,2016.07.25,2016.07.27,"你好， 我司有个土耳其伊斯坦布尔的客户想要办理近期的访华商务签证， 希望我们能提供8月5号到8月30号的邀请函。 但是目前土耳其局势比较复杂， 我想咨询下申请邀请函会不会受到影响？ 谢谢！还有目前办理的话能不能办到这个时期的呢？
		","??? 我办于7月25日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：??? 1.您所关注的事情应该是申请外国人来深《邀请确认函》的有关事宜，您可以登录深圳市外办网站http://www.szfao.gov.cn/zxbs/ygcgfg/wg/了解；??? 2．《邀请确认函》申请事项不属《行政许可法》范畴，外国人来华事宜可能涉及国家外交或国家安全事务，我办有权拒发，更改或取消已发出的《邀请确认函》，并不予解释原因。??? 3.临时商务签证《邀请确认函》的审批时间为4个工作日，由于您所咨询的问题涉及到具体操作，为更方便您了解，您可以拨打咨询电话：88125982进行具体的业务咨询。??? 谢谢您对我办工作的支持和理解，以上情况特此告知。
		
		",1.230280586361765e-05
19551,来华签证咨询,深圳市人民政府外事办公室,2015.06.16,2015.06.18,"帮助两个巴基斯坦的客户申请来华。一个来过中国，一个没有。但是网上申报的时候弄错了，状态显示：已导入网内。请问 没有来过中国的那位我需要提交什么样的资料？ 两位客人一个是经理一个个是助理，是结伴同行的。
		","??? 我办于6月16日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：??? 1．您所关注的事情应该是申请外国人来深《邀请确认函》的有关事宜，您可以登录深圳市外办网站www.szfao.gov.cn了解；??? 2．由于您所咨询的问题涉及到具体操作，为更方便您了解，您可以拔打咨询电话：82105982进行具体的业务咨询。??? 谢谢您对我办工作的支持和理解，以上情况特此告知。
		
		",1.3861184134600357e-05
25921,关于《被授权单位邀请函》的办理,深圳市人民政府外事办公室,2013.02.21,2013.02.28,"您好！ 我们公司因为工作需要准备招录一名外籍候选人（华人），候选人前往中国领事馆办理就业签证时被告知需要我们提供《被授权单位邀请函》。我们查询了深圳外事办的相关文件，只找到了《邀请确认函》的办理，请问《被授权单位邀请函》应如何办理，谢谢！
","? 我办于2月22日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下： 1、根据您来信的描述，中国驻外使领馆告之您的应该是《被授权单位签证通知表》，这是以前表述，去年外交部统一表述为《邀请确认函》； 2、您可以直接登录深圳市外办网站www.szfao.gov.cn了解有关申请外国人来深《邀请确认函》的办理指南； 3、您也可以拔打咨询电话：82105982进行业务咨询。 谢谢您对我办工作的支持和理解，以上情况特此告知。
",1.4953132254524881e-05
23259,已受理的签证审批如何取消？,深圳市人民政府外事办公室,2014.10.22,2014.10.23,"您好！我已经在申请外国人来华《邀请确认函》网上申报系统中提交了入境报件，现由于一些原因，该名外国人短期内不会来华工作了。请问我要怎么取消申请？需要写报告说明情况吗？还是不去市民中心递交纸质资料就可以了？
		","??? 我办于10月22日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：??? 1．申请外国人来深《邀请确认函》正式报件以递交纸质材料到我办业务受理窗口为准；申请单位在我办《邀请确认函》网申系统提交报件后，若该外籍申请人取消来华计划，申请单位无需取消网上申请或写报告说明情况；??? 2．为更方便您了解，您可以登录深圳市外办网站www.szfao.gov.cn或者拔打咨询电话：82105982进行具体的业务咨询。??? 谢谢您对我办工作的支持和理解，以上情况特此告知。
		
		",1.6869929926000005e-05
20094,申请外国人来华《邀请确认函》 材料咨询,深圳市人民政府外事办公室,2015.05.22,2015.05.26,"资料中的“8．被邀请人的单位派遣证明函。须说明外国人职位情况和来华参加商务活动内容，往来旅行费用、保险等由谁支付，并声明在华期间须遵守中国法律、保证按期出境。该派遣证明需经外方被邀请单位的负责人亲笔签名并加盖被邀请单位公章。” 需要原件吗？
		","??? 我办于5月22日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：??? 1．您所关注的问题是申请外国人来深《邀请确认函》办理的相关事宜，您可以登录深圳市外办网站www.szfao.gov.cn了解；??? 2．被邀请单位的派遣证明函只需提供复印件。为更方便您了解，您可以拔打咨询电话：82105982进行具体的业务咨询。??? 谢谢您对我办工作的支持和理解，以上情况特此告知。
		
		",1.7743653196289344e-05
23739,西班牙语营业执照公正书,深圳市人民政府外事办公室,2014.08.28,2014.08.29,"尊敬的先生、女士：好！ 我司需要派人到阿根廷去安装调试已经售出的珍珠棉发泡机。对方的签证要求提供“中方公司营业执照公证书（必须是西班牙文），并在外事做认证。”请问贵处能够提供吗？需要哪些手续和收费情况？谢谢
		","??? 我办于8月28日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：??? 1．您所关注的事情应该是营业执照公证问题，不在市外办业务范围内，市外办仅代办领事认证，不做公证。建议您咨询深圳市公证处；??? 2．如需办理公证书的领事认证，申请人需以书面及当场递交材料方式提出行政服务申请，具体材料如下：??? （1）《涉外公证书》原件，公证书内容页复印件 1份??? （2）《送认证介绍信》1份，复印件1份??? （3）《申办领事认证函》1份，复印件1份????????? 注：以上文书由市司法部门公证处出具，缺一不可??? （4）根据不同国家的要求，另需提供身份证复印件，户口本等材料??? 3．认证办理类别分为单认证和双认证：单认证送进省外办时间一般需10个工作日，收费为50元/份，双认证收费及所需时间根据各国家驻华使领馆的具体收费标准及工作日来定，您是否申请双认证，请自行向使用的国家确定；??? 4．受理机关及地点?????? 受理机关：深圳市人民政府外事办公室?????? 地? 址：广东省深圳市福田区福中三路市民中心行政服务大厅西厅50号窗口??? 5．为更方便您了解，您可以拔打咨询电话：82105985进行具体的业务咨询。??? 谢谢您对我办工作的支持和理解，以上情况特此告知。
		
		",2.5114289624705854e-05
200,APEC商旅卡办理,深圳市人民政府外事办公室,2017.05.02,2017.05.03,"1、身份证&护照是现场验原件之后即可取回？ 2、社保官网打印的12个月的社保清单可以么？ 3、是否可以代办？
		","??? 我办于5月2日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：??? 按规定，身份证和护照现场验完后即交还；可以提供社保官网打印的12个月有社保清单；申请人可不到现场交表但代办人应是同一企业人员。??? 谢谢您对我办工作的支持和理解，以上情况特此告知。
",3.739129447444256e-05
155,外国人来来华《邀请确认函》,深圳市人民政府外事办公室,2017.05.04,2017.05.05,"公司没有和这个客户的银行流水， 这个情况怎么处理， 可以提供客户的工作证明，工作场所照片以及公司注册信息， 税务信息吗？？
		","??? 我办于5月4日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：??? 1.您所关注的应该是申请外国人来深《邀请确认函》的有关事宜，您可以登录深圳市外办网站http://www.szfao.gov.cn/zxbs/ygcgfg/wg/了解；??? 2.企业办理M类商务签证《邀请确认函》的材料要求是根据上级部门的要求制定，各地统一执行，并非由我办制定。根据您所反应的情况，如贵单位不属于商贸类企业，可以根据实际情况提供相关材料，证明贵公司与外国客户开展相关合作行为。建议提供与受邀外国单位之间的相关材料复印件：如贸易订单、交易合同、协议书以及中国国内银行收付款水单（须核原件）；如贵单位无法提供上述所说业务往来相关证明材料，请提供贵单位工厂生产的实物照片，网址，以及与该被邀请单位同属国家的其它公司已有合作的证明材料（如海关报关单，发货提单和汇款单等）；??? 3.申请材料须保证真实合法，严禁提交任何虚假材料，一经发现将不再接受单位报件；??? 4.由于您的问题涉及到具体操作，为了更方便您的了解，您可以拨打咨询电话：88125982进行具体的业务咨询。??? 谢谢您对我办工作的支持和理解，以上情况特此告知。
",4.423774136563807e-05
7847,咨询斯里兰卡人来华旅游事项,深圳市人民政府外事办公室,2016.09.23,2016.09.27,"您好，我是深圳一间旅行社，想咨询一下一批斯里兰卡客户想过来旅游，请问这种情况我们旅行社可以发邀请函吗？如果可以发邀请函需要具备哪些条件呢
		","? ? 我办于9月23日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：
? ? 1．您所关注的斯里兰卡籍人员《邀请函》的事情应该是申办旅游签证时的有关事宜，但不属于我办签发《邀请确认函》的业务服务范围内，关于《邀请函》相关内容要求，请致电中国驻斯里兰卡使领馆或进行咨询；
? ? 2．根据外交部授权，外事办受理、审批、签发外国人来深签证《邀请确认函》的种类包括：?访问签证（F字签证）：给予应邀来深访问、考察、讲学、经商、进行科技文化交流、参加会议或大型活动、短期实习等不超过6个月的外国人员；?工作签证（Z字签证）：发放给来深任职或就业的外国人及其随行家属，以及来深进行商业演出的外国人员；
? ? 3．为更方便您了解，您可以拨打咨询电话：88125982进行具体的业务咨询。
? ? 谢谢您对我办工作的支持和理解，以上情况特此告知。
",4.548111086721818e-05
8800,国外客户来中国申请一年签证问题,深圳市人民政府外事办公室,2016.08.22,2016.08.23,"国外客户现在想申请一年内一次签注，多次往返的签证。 现在需要咨询如何办理，望能够尽早收到回复。
		","??? 我办于8月22日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：??? 1．您所关注的国外客户商务类邀请确认函的事情应该是申请外国人来深《邀请确认函》的有关事宜，您可以登录深圳市外办网站http://www.szfao.gov.cn/zxbs/ygcgfg/wg/了解具体申办材料；??? 2．由于您所咨询的商务类邀请确认函问题涉及到具体操作，为更方便您了解，您可以拨打咨询电话：88125982进行具体的业务咨询。??? 谢谢您对我办工作的支持和理解，以上情况特此告知。
		
		",4.556964689650389e-05
9092,临时商务、访问签证类《邀请确认函》办理疑问,深圳市人民政府外事办公室,2016.08.08,2016.08.10,"您好！我司是外商独资企业分支机构，现需要帮总部同事申请来华邀请函。临时商务、访问签证类《邀请确认函》申请材料的第9条：申请单位与被邀请单位直接商务往来、具有法律约束力相关证明文件（如：①盖有海关印章的中国海关报关单及相匹配的盖有船务公司章的发货提单；②中国国内银行信用证；③加盖银行章的中国国内银行收付款水单等具备法律效力的资料）。我司无法提供上述材料，需按照初次与外国公司往来提供申请材料吗？盼复，谢谢！
		","??? 我办于8月8日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：??? 1．您所关注的事情应该是申请外国人来深《邀请确认函》的有关事宜，您可以登录深圳市外办网站http://www.szfao.gov.cn/zxbs/ygcgfg/wg/了解；??? 2．初次与外方被邀请单位合作往来须提供被邀请单位的①商业登记资料、②税务登记资料，③附有公司名称标识的办公场所室内外实物照片（复印件即可）。提供材料如是外文，申请单位须同时提供主要信息的中文翻译件，并加盖申请单位公章。由于您所咨询的问题涉及到具体操作，为更方便您了解，您可以拨打咨询电话：88125982进行具体的业务咨询。??? 谢谢您对我办工作的支持和理解，以上情况特此告知。
		
		",5.2874589775320224e-05
23896,涉外婚姻,深圳市人民政府外事办公室,2014.08.07,2014.08.11,"您好，关于涉外婚姻，我有几点问题想要咨询，希望您能够给予回答。 1，我需要办理涉外婚姻用的未婚公证（在国外使用），是否需要先去当地民政局办理无婚姻证明？ 2，在民政局开局无婚姻证明后，是否可以在深圳市外事办公室办理公证，并委托代办使馆认证？亦或是需要到广东省外事办公室？ 3，如果可以办理公证，需要如何申请？ 希望能尽快回复，谢谢。 
		","??? 我办于8月7日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：??? 1．您所关注的事情应该是未婚证明公证问题，不在市外办业务范围内，市外办仅代办领事认证，不做公证。建议您咨询深圳市公证处；??? 2．如需办理公证书的领事认证，申请人需以书面及当场递交材料方式提出行政服务申请，具体材料如下：??? （1）《涉外公证书》原件，公证书内容页复印件 1份??? （2）《送认证介绍信》1份，复印件1份??? （3）《申办领事认证函》1份，复印件1份????????? 注：以上文书由市司法部门公证处出具，缺一不可??? （4）根据不同国家的要求，另需提供身份证复印件，户口本等材料??? 3．受理机关及地点?????? 受理机关：深圳市人民政府外事办公室?????? 地? 址：广东省深圳市福田区福中三路市民中心行政服务大厅西厅50号窗口??? 4．为更方便您了解，您可以拔打咨询电话：82105985进行具体的业务咨询。??? 谢谢您对我办工作的支持和理解，以上情况特此告知。
		
		",5.4249808685513656e-05
18053,再次申办报告流程,深圳市人民政府外事办公室,2015.08.17,2015.08.19,"你好，我想问一下，再次申办邀请函怎么办理，我找不到相关的信息。都是办理邀请确认函的，没有找到有关在此申办的信息啊。需要进哪里呢？很急！麻烦告诉我一下
		","??? 我办于8月17日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：??? 1.您所关注的事情应该是申请外国人来深《邀请确认函》的有关事宜，您可以登录深圳市外办网站www.szfao.gov.cn了解；??? 2.由于您所咨询的问题无法判断您再次申办邀请确认函的所属类型，为更方便您了解，您可以拔打咨询电话：82105982 进行具体的业务咨询。??? 谢谢您对我办工作的支持和理解，以上情况特此告知。
		
		",5.680515064510061e-05
7915,如何获得政府出示的邀请函，可邀请我司外国来宾入境,深圳市人民政府外事办公室,2016.09.21,2016.09.23,"我司想邀请两位土耳其客人入境，来访广东，参加2016广交会，我想咨询一下如何得到政府出示的邀请函。注：之前用我司自己的邀请函是可以办理签证的，可是今年就不行了，不是很明白原因。
		","??? 我办于9月21日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：??? 1.您所关注的土耳其客户商务类邀请确认函的事情应该是申请外国人来深《邀请确认函》的有关事宜，您可以登录深圳市外办网站http://www.szfao.gov.cn/zxbs/ygcgfg/wg/下载最新申请外国人来深《邀请确认函》办理指南（2016年4月14日更新）了解具体申办材料；??? 2.申请临时商务签证《邀请确认函》需提交的材料：（1）申报。登入http://203.175.146.23/rjxt/login.jsp(申请外国人来华《邀请确认函》网上申报系统)；（2）申请单位的详细申请报告；（3）申请单位营业执照，验原件，收复印件；（4）最新商事主体登记及备案信息查询单的基本信息表格；（5）上年度全年的国税和地税纳税证明；（6）外国人有效护照复印件；（7）曾来华的外国人须提供最近一次来华的清晰签证页及出入境记录页复印件；（8）被邀请单位的派遣函复印件；（9）申请单位与被邀请单位商务往来、具有法律约束力相关证明文件。（如：①盖有申请单位报关专用章和海关验讫章（或放行章）的中国海关报关单及相匹配的盖有船务公司章的发货提单；②盖有银行公章的中国国内银行信用证；③盖有银行电子回单专用章或转（验）讫章或业务公章的中国国内银行收付款水单。申请单位可选择提供①②或者①③的复印件。）初次与外方被邀请单位合作往来无法提供第9点中上述材料者，必须提供被邀请单位的①商业登记资料、②税务登记资料、③附有公司名称标识的办公场所室内外实物照片（材料①②③均需提供，复印件即可）；??? 3.持普通护照外国人来深进行短期访问，可凭国内申请单位自行发出的《邀请函》到中国驻外使领馆办理来深签证。如中国驻外使领馆要求被邀请人提供由国内被授权单位签发的《邀请确认函》，则国内申请单位需要为其申请。当事人应直接向当地的中国驻外使领馆咨询确认；??? 4.由于您所咨询的商务类邀请确认函问题涉及到具体操作，为更方便您了解，您可以拨打咨询电话：88125982进行具体的业务咨询。??? 谢谢您对我办工作的支持和理解，以上情况特此告知。
",5.738142838385141e-05
8884,外国人办理中国签证所需邀请函,深圳市人民政府外事办公室,2016.08.17,2016.08.18,"你好！现在我司有一个也门客户需办理中国签证，来中国洽谈业务。也门当地签证中心要求提供中国这边签证中心的邀请函才能办理，请问我们需要提供哪些资料和信息？ 盼回复，TKS !
		","??? 我办于8月17日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：??? 1．您所关注的也门客户商务类邀请确认函的事情应该是申请外国人来深《邀请确认函》的有关事宜，您可以登录深圳市外办网站http://www.szfao.gov.cn/zxbs/ygcgfg/wg/了解具体申办材料；??? 2．由于您所咨询的商务类邀请确认函问题涉及到具体操作，为更方便您了解，您可以拨打咨询电话：88125982进行具体的业务咨询。??? 谢谢您对我办工作的支持和理解，以上情况特此告知。
		
		",8.3928065158001e-05
9352,密码不正确,深圳市人民政府外事办公室,2016.07.26,2016.07.29,"用户名和密码都没有更改过，但是现在就是一直登陆不进去，也没有忘记密码这一个选择，有什么办法可以解决呢？
		","??? 我办于7月26日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：??? 1．您所关注的事情应该是申请外国人来深《邀请确认函》的有关事宜，您可以登录深圳市外办网站http://www.szfao.gov.cn/zxbs/ygcgfg/wg/了解；??? 2．如有遗忘、丢失密码的，需携带本单位的组织机构代码证原件及复印件，前往外办受理窗口进行修改。由于您所咨询的问题涉及到具体操作，为更方便您了解，您可以拨打咨询电话：88125982进行具体的业务咨询。??? 谢谢您对我办工作的支持和理解，以上情况特此告知。
		
		",8.800431531530428e-05
25587,关于我们外教老师的工作签证问题,深圳市人民政府外事办公室,2013.08.02,2013.08.07,"1、我们是一家正规办学的英语培训中心，希望每个老师都是正规的教学和工作，但我们即将吸纳一个老师，他遇到了以下问题，他的入境签证是用工作签证办理的，也有居留许可，有效期是到2013年10月1日；但是他的工作签证的有效期是到2012年11月5日，地点是深圳的，请问您，我们需要准备怎样的资料，办理这个工作签证呢？ 2、我们还有两个外教的工作签证是在丹东的，想要转到深圳，要准备什么样的资料呢？要要如何办理呢？万分感谢！
		","??? 我办于8月2日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：??? 1．您提出的第一个问题是有关申请外国人来深《邀请确认函》的有关事宜，您可以登录深圳市外办网站www.szfao.gov.cn了解，您也可以拔打咨询电话：82105982进行业务咨询；??? 2．您提出的第二个问题涉及外国专家证的问题，您可以向深圳市外国专家局进行咨询。??? 谢谢您对我办工作的支持和理解，以上情况特此告知。
",9.19324603388949e-05
24151,办理APEC商旅卡是否必须本人提交？公司不属于“深圳市民营领军标杆和骨干企业”是否可办理APEC商旅卡？,深圳市人民政府外事办公室,2014.06.30,2014.07.02,"1.请问办理APEC商旅卡，本人必须亲自提交吗？如不需要是否需出授权书之类的文件？ 2.公司不属于“深圳市民营领军标杆和骨干企业”，公司领导是否可办APEC商旅卡？
		","???我办于6月30日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下： 办理APEC商旅卡可由申办单位的工作人员提交申请材料，无须申请人本人亲自办理。 公司不属于“深圳市民营领军标杆和骨干企业”但与APEC经济体有密切交往的，也可以申请办理APEC商旅卡。 谢谢您对我办工作的支持和理解，以上情况特此告知。
",0.00010930108810491834
24153,埃及人来华邀请函,深圳市人民政府外事办公室,2014.06.30,2014.07.02,"最近有个埃及客户想要来中国，但是他的护照已过期，问我们是否可以向使馆提供《来华商务邀请函》，但是我们没有直接的货物海关运输记录，因为每次都是把货发到他在义务的代理机构，然后由他的代理统一海运过去，货款也是由他代理机构用人民币结算的，这样可以申请这个邀请函吗？
		","??? 我办于6月30日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：??? 1．该外籍申请人在申请《邀请确认函》以及我国驻外使领馆审发的来华商务签证时，其护照剩余有效期必须在六个月以上。建议该外籍申请人尽快在其国籍国办理新护照，以备办理《邀请确认函》和来华商务签证之用；??? 2．如需申请我办核发的《邀请确认函》，请您尽可能提供义乌代理机构的“货运单据”及深圳公司的“缴税证明”作为证明。您可以登录深圳市外办网站www.szfao.gov.cn了解或拔打咨询电话：82105982进行具体的业务咨询。??? 谢谢您对我办工作的支持和理解，以上情况特此告知。
",0.00011422933630289567
23900,无法添加入境人员信息,深圳市人民政府外事办公室,2014.08.06,2014.08.11,"你好，我们网上填写申报的时候，添加入境人员信息，所以信息填写后，提示：更新出错，请问如何解决? 盼回复
		","??? 我办于8月6日收到您提交的相关咨询后，速转我办业务处室予以研究，提出处理意见，经审核，现正式答复如下：??? 1．您所关注的事情应该是申请外国人来深《邀请确认函》的有关事宜，您可以登录深圳市外办网站www.szfao.gov.cn了解；??? 2．网上申报增加入境人员信息时，若该外国人的信息曾在该系统中申报过，系统会自动匹配第一次录入的该外国人信息。若提示更新出错，您可以拔打咨询电话：82105982进行具体的业务咨询。??? 谢谢您对我办工作的支持和理解，以上情况特此告知。
		
		",0.00011541225350331086
